"lat","lon","CellNumber"
-58.3231282,-11.5915349819999,174125381
-58.580337126,-11.482989064,173002474
-58.811593078,-11.4603729519999,172764851
-59.062095644,-11.619699496,174405724
-59.810306887,-12.294082605,181379582
-60.6020689969999,-12.4161656909999,182631539
-60.7339014089999,-12.126738937,179651780
-60.935936915,-11.995552473,178291388
-61.092254134,-11.7519876499999,175786641
-61.6011610529999,-11.435522702,172504413
-61.720822496,-11.3802369539999,171942964
-61.9015788729999,-11.2808785359999,170906462
-61.926786732,-11.017874649,168207450
-62.036324712,-10.794492052,165897053
-62.2137150839999,-10.339278195,161189913
-62.2795613119999,-10.3523388739999,161319433
-62.4534811249999,-10.344655577,161254574
-62.333390913,-10.177397663,159527271
-62.334341287,-10.095039438,158663591
-62.421431518,-9.99211528999996,157605541
-62.431143909,-9.96505278999996,157324841
-62.4618643009999,-9.88934084999994,156547514
-62.649764959,-9.87435527199995,156396280
-63.067441961,-9.83490141399994,155985832
-63.1089362439999,-9.70461281999997,154647108
-63.074889943,-9.55257705599996,153070909
-64.263418942,-9.19767897799994,149399700
-64.454688494,-9.26433082899996,150090553
-64.6925089659999,-9.40994416299998,151601879
-65.090105884,-9.68358185599993,154430241
-65.521215667,-9.66035313199995,154192523
-66.009496767,-9.69786163699996,154559354
-66.395939943,-9.77787890499997,155401257
-66.698213817,-9.75379301099997,155142008
-66.823368773,-9.78130485099996,155422644
-66.944986619,-9.90105470699996,156674922
-67.1189683329999,-10.12113729,158941999
-67.1575242659999,-10.2828752679999,160604565
-67.289259251,-10.302591965,160820422
-67.317787701,-10.3036081829999,160820408
-67.42997586,-10.332489519,161122642
-67.619652753,-10.299991217,160777080
-50.2066463469999,-29.481593963,358848822
-50.206827544,-29.4847024069999,358870414
-50.210193459,-29.4830942689999,358848820
-52.571874637,-30.5651614999999,370032347
-52.566024102,-30.565477916,370032350
-52.55896432,-30.5667655739999,370032353
-55.515752291,-30.7120182039999,371542379
-55.5227527069999,-30.714957516,371563968
-55.52022285,-30.719534188,371607153
-50.0673744969999,-29.168927547,355610089
-50.0510551629999,-29.178377279,355718056
-50.051527643,-29.1751730789999,355674872
-55.132497977,-29.6306908619999,360379499
-55.1417175409999,-29.63179249,360379494
-55.137245553,-29.6317008419999,360379496
-53.612784153,-32.0834019819999,385707641
-53.611698802,-32.096195984,385837194
-53.621042181,-32.088714651,385750821
-53.038187748,-30.9362483209999,373853908
-53.037960841,-30.931545851,373810724
-53.017487536,-30.942188281,373918694
-50.398300247,-29.0088780519999,353947346
-50.394270118,-29.0083418739999,353947348
-50.396766779,-29.022804873,354098491
-55.415301175,-28.540601032,349129931
-55.418914999,-28.53987982,349108338
-55.4252132889999,-28.54572215,349173111
-53.6613775549999,-31.5053886229999,379726634
-53.658190814,-31.514221165,379813004
-53.6653284389999,-31.516886491,379856184
-54.378778101,-30.9643367369999,374155555
-54.3837610859999,-30.961443602,374112369
-54.375641178,-30.947672597,373982820
-53.61919578,-28.90984556,352930982
-53.601469467,-28.907720302,352909399
-53.617279025,-28.908292538,352909391
-53.821522573,-29.316035831,357119733
-53.8197784719999,-29.325055106,357227694
-53.812030732,-29.325719304,357227698
-54.169222367,-31.796549829,382727679
-54.173756467,-31.79970472,382770861
-54.178289982,-31.790129193,382662899
-54.029030585,-31.7708198889999,382468642
-54.027161161,-31.7691645739999,382447051
-54.033286092,-31.7665874309999,382425456
-50.5956279979999,-30.0505095789999,364721660
-50.592379068,-30.060330915,364808030
-50.582003927,-30.070482587,364915995
-50.428567973,-30.4945496139999,369299244
-50.4208426389999,-30.501183972,369364024
-50.4168416809999,-30.4943033559999,369299249
-52.196580243,-30.160968343,365843678
-52.19256928,-30.160239388,365843680
-52.194836747,-30.157925168,365822087
-52.766850958,-30.3027561179999,367311662
-52.772384614,-30.2973666349999,367268475
-52.758150465,-30.294531459,367225298
-56.024088832,-29.776021111,361868920
-56.0042600419999,-29.781863761,361933706
-56.0137460409999,-29.780427914,361912109
-55.9877564609999,-30.055949579,364762266
-55.990919419,-30.0627702099999,364827040
-55.9834905979999,-30.062571055,364827044
-51.015380218,-28.199918065,345612539
-51.0215640929999,-28.194452118,345547760
-51.020263433,-28.192462533,345526169
-50.7666224509999,-29.189715808,355825674
-50.774044503,-29.193512402,355868855
-50.773810179,-29.2001038939999,355933631
-49.823805367,-28.60984407,349845141
-49.824981989,-28.6089782889999,349823548
-49.8266291269999,-28.611956356,349866732
-53.5807523989999,-31.297115069,377589065
-53.5777405169999,-31.2986833699999,377589066
-53.5713271399999,-31.298904777,377610661
-53.532190413,-31.590906145,380611968
-53.5318123819999,-31.5841515499999,380547192
-53.532503295,-31.59360212,380633560
-56.2871436459999,-29.248735806,356427610
-56.289702265,-29.2448262849999,356384425
-56.288099035,-29.239649474,356341242
-55.6350930679999,-28.847471856,352282258
-55.630478254,-28.843415603,352239076
-55.629396491,-28.8469049629999,352282261
-52.3909076159999,-32.071604927,385578674
-52.3935148099999,-32.07367693,385600264
-52.387663383,-32.068980478,385557083
-52.6035962669999,-32.713484044,392207316
-52.605293413,-32.7111527129999,392185723
-52.6083115489999,-32.71896859,392272090
-53.37062933,-32.379469958,388752229
-53.3768866349999,-32.3785962759999,388752226
-53.365979752,-32.369656667,388665863
-53.2297034219999,-32.257554405,387499960
-53.230212685,-32.255044051,387478368
-53.230739571,-32.2521078839999,387435184
-54.115654509,-30.2478392479999,366749625
-54.1156434769999,-30.25298456,366792809
-54.110772058,-30.2504368809999,366771219
-54.6123371799999,-30.140600681,365648195
-54.6229567239999,-30.149372845,365734558
-54.6233058289999,-30.152089244,365756150
-55.3891609949999,-29.660318064,360681664
-55.3927278209999,-29.6589085169999,360660070
-55.391139972,-29.662206254,360703255
-55.325285432,-29.791192752,362041990
-55.319295821,-29.7959478829999,362085177
-55.321193099,-29.8020294519999,362149952
-53.4670526579999,-30.283666102,367116999
-53.4544938929999,-30.287212042,367160189
-53.464418538,-30.29179433,367203368
-54.11836005,-29.028863964,354161488
-54.123689042,-29.026192336,354139893
-54.129788402,-29.0277134519999,354139890
-52.459212119,-28.8724365379999,352542881
-52.4697383439999,-28.8743569129999,352564468
-52.4551641749999,-28.866089003,352478107
-51.6947279999999,-22.8300259989999,290163958
-51.622778,-23.0011249999999,291934537
-51.737517,-21.701964,278525850
-50.85945,-21.876393999,280318406
-50.5405689999999,-21.656966999,278051398
-50.0822219999999,-21.372778,275115105
-49.791956,-21.0952859999999,272243508
-49.5469639999999,-20.952238999,270775369
-54.7905559449999,-22.3878748299999,285584974
-53.3191859999999,-23.383349999,295885062
-52.738333,-23.466671999,296727427
-52.314739,-23.1197389989999,293143358
-49.125401371,-11.8034359129999,176310571
-48.9086359999999,-11.038625,168429595
-48.9088889999999,-11.038625,168429595
-47.926166721,-19.5147517419999,255942440
-48.72296818,-18.335803223,243764171
-47.8394499999999,-19.676118999,257605066
-54.9020353879999,-18.971318637,250325185
-55.855,-20.502789,266130073
-54.698911,-22.8186279999999,290032970
-54.571411,-18.142224999,241753319
-55.676408,-21.576110999,277206855
-54.824469,-21.945283,281029046
-56.369447,-21.267510999,274032499
-56.172009418,-21.552215019,276969106
-56.446114,-21.966691999,281244190
-56.446675,-21.967524999,281244190
-54.698908,-22.818793999,290054562
-50.303894,-13.606688999,194943903
-50.0797439999999,-13.266674999,191424515
-49.877506,-13.261133,191359835
-49.7441889999999,-12.878078,187408563
-49.196964,-12.515282999,183673409
-49.067783,-12.6480639989999,185033767
-49.144467,-12.321403,181665378
-49.604722,-16.186388999,221567174
-49.9077859999999,-15.570842,215218981
-50.237042362,-15.5686837919999,215197231
-49.811394,-12.913896999,187775595
-48.5264375209999,-10.9412114699999,167414953
-48.939446747,-11.2622748969999,170739924
-49.011228025,-11.518192466,173374114
-50.0215625169999,-12.833726762,186954998
-49.157268941,-12.164700372,180045972
-49.516427457,-12.7260201239999,185832456
-49.6443232299999,-13.25805536,191338355
-50.329093873,-13.7767560579999,196692843
-49.823985636,-15.693865081,216492949
-50.3201245669999,-13.9922079629999,198916824
-50.4032194019999,-14.0647784719999,199672504
-50.1135354639999,-15.5142808649999,214635899
-49.785941184,-15.8420716709999,218004407
-49.709551871,-16.093486335,220617076
-49.7948890329999,-15.979216078,219429475
-49.552352965,-16.266344186,222387695
-48.5914945009999,-18.967120872,250285018
-47.870838583,-19.1848802969999,252530931
-48.0167292949999,-19.398182837,254733245
-52.0712771409999,-22.3548547519999,285262394
-51.902855873,-22.873314626,290617291
-51.959032059,-22.678080692,288587616
-51.447003722,-22.819488994,290056117
-51.392344711,-23.114514191,293100615
-51.7614551779999,-23.207938574,294072079
-52.562867046,-23.234781542,294330799
-51.757056356,-23.209999438,294093673
-52.854820132,-23.414334885,296187572
-52.6683315029999,-23.326888971,295302389
-53.148741961,-23.4324097539999,296381759
-53.723592997,-23.3583324109999,295625764
-53.514766932,-23.396523407,296014520
-54.7854151729999,-22.6959899089999,288780593
-55.0166215899999,-22.590455928,287679290
-55.023455858,-21.7374455349999,278869751
-55.8853998179999,-22.276189154,284440075
-56.219989299,-22.0023035529999,281611363
-56.242428661,-21.7800385269999,279322600
-56.536441683,-21.007733081,271355011
-56.628505826,-20.765487637,268850295
-56.502860427,-20.412869631,265201307
-56.682525515,-20.587989938,267014949
-56.6150625939999,-20.1345354609999,262329518
-56.166060805,-20.345636597,264510524
-56.563467622,-20.1703515249999,262696606
-55.948522925,-20.4825759249999,265914108
-55.620478034,-20.518432074,266302921
-55.739546656,-20.226536756,263279984
-55.2996000049999,-19.519309528,255982099
-55.1962008469999,-18.83235137,248878380
-54.6956577299999,-18.4351090439999,244776139
-51.025275596,-20.6722190909999,267881335
-48.1022359999999,-18.988058,250501172
-48.658683326,-17.938442444,239661722
-48.562514,-17.650005999,236682072
-50.599464,-15.126111,210619554
-48.715564,-20.125282999,262246927
-48.3672359999999,-7.44111699999996,131270022
-48.367373774,-7.42342831999997,131097285
-50.259175,-6.83917499899997,125072213
-50.4802809999999,-7.88835799999993,135889699
-50.195847,-8.19778599999995,139085451
-51.953614,-11.011121999,168125851
-51.981958,-22.211963999,283772589
-51.671958,-21.5619609999999,277079217
-51.6288999999999,-22.310285999,284787582
-51.778628,-22.875577999,290638942
-53.756406,-24.0363919989999,302621557
-54.444086966,-22.954423338,291436572
-54.629722,-18.176960999,242120355
-54.692797,-18.0755579999999,241062317
-55.840292,-20.5597389989999,266713064
-55.9866919999999,-21.416668999,275565714
-54.9377969999999,-18.9575029989999,250174024
-54.938072,-18.957513999,250174024
-50.423512995,-14.3581760119999,202695374
-51.658195496,-11.3934545179999,172077328
-51.850418287,-11.0187548169999,168212268
-51.95450449,-11.0129459299999,168147442
-50.5760046239999,-7.95302012799993,136559005
-50.589565874,-7.92165202699994,136235119
-50.3426524399999,-7.96876703099997,136731853
-50.042101117,-7.37203572299995,130556685
-50.0237941149999,-7.25705204499997,129369133
-49.85326463,-7.03930486799993,127123647
-49.8083429929999,-6.90009392099995,125698596
-49.734206736,-6.97199421199997,126432760
-49.729668439,-6.97196226399996,126432762
-49.559015572,-6.87550515299995,125439612
-49.563543141,-6.87328959899997,125418018
-49.3074755929999,-6.90013755999996,125698836
-49.0988289709999,-7.03933681199993,127124008
-48.472479522,-7.91947891199993,136214539
-48.4792816039999,-8.61096444199995,143361488
-48.638607502,-9.63687241099996,153941492
-48.542667567,-9.20586443599996,149493586
-48.629659653,-9.95789120299997,157266664
-48.552369117,-10.5491503019999,163377237
-49.3704911469999,-7.01923834299993,126929550
-49.193186402,-6.83741321899993,125051131
-50.3999174849999,-14.266478455,201745338
-50.461557448,-14.441185581,203559036
-50.544577181,-14.70833414,206301180
-50.4929929369999,-14.5534298979999,204703397
-50.258095801,-15.5943738239999,215456325
-50.488519013,-15.2673472509999,212087863
-50.576098502,-14.9642317029999,208956981
-50.091155112,-15.8510716709999,218112221
-48.9843415619999,-17.1307184459999,231327054
-48.721656739,-17.566257074,235818316
-48.86977905,-17.344059849,233529493
-48.6185472609999,-17.815303043,238387813
-48.5960435269999,-18.1164932689999,241497072
-48.5756587389999,-18.378887886,244217674
-48.221027791,-18.848123093,249054451
-48.497338235,-18.4934536279999,245383679
-47.9516267179999,-19.133153401,251991092
-48.041448534,-19.831408699,259202777
-48.1740274429999,-19.975170039,260692562
-48.968594313,-20.017736391,261124022
-48.715640545,-20.1252502469999,262246927
-49.107833147,-20.1322513549999,262311515
-49.3412711619999,-20.7023563559999,268206020
-49.229090453,-20.36792933,264751353
-50.795951128,-22.1505198469999,283146988
-49.546814204,-20.9522282099999,270775370
-51.853492498,-21.946146594,281030467
-51.790621519,-21.8317195299999,279864529
-53.326196909,-23.86348985,300829626
-55.775439978,-21.4927543319999,276343127
-56.038162351,-20.4263529359999,265352674
-54.471205115,-20.222006441,263237407
-55.155881882,-19.2633896909999,253326351
-54.6910872459999,-18.432808743,244754550
-54.6661105159999,-18.3489794409999,243890882
-55.108760833,-18.104990711,241385998
-54.025588274,-18.199405543,242358156
-54.1613402369999,-18.3496642699999,243912715
-55.9505730939999,-21.257011738,273924739
-55.779930957,-21.0303734149999,271571293
-55.925993331,-20.787753299,269066551
-51.7376488519999,-21.702053737,278525850
-48.324447,-19.754185999,258403738
-48.1213999999999,-19.767242,258533387
-49.030347589,-11.7774584979999,176051512
-50.339872617,-13.771555613,196628062
-50.124850785,-13.245055651,191208573
-49.8527829999999,-12.8727999999999,187365327
-49.610159564,-12.0277935619999,178642275
-49.157228,-11.870555999,177001500
-49.1252919999999,-11.804181,176332163
-49.5841859999999,-7.64333899999997,133363864
-49.285858,-7.90112199999993,136019822
-49.285556,-7.90222799899993,136041414
-50.017803,-7.13029699899994,128073616
-50.021103389,-7.12980541599995,128073615
-50.0419689999999,-7.35807799999998,130427133
-50.041958,-7.35833299999996,130427133
-50.334731,-8.35140599999994,140683193
-50.3333469999999,-8.35250799999994,140683193
-50.4355689999999,-9.04917199999994,147873281
-48.55695,-9.30056099999996,150486811
-48.384739,-7.06780299999997,127426637
-52.733872913,-10.809792253,166052646
-58.232244,-11.561127999,173801544
-51.953633,-11.011413999,168147443
-56.225558,-9.84278299999994,156075472
-57.386967,-10.1494609989999,159227349
-59.098023712,-11.6529390339999,174751178
-58.7208836679999,-11.482157634,173002407
-58.489618241,-11.5249258159999,173434357
-58.482987822,-11.54056801,173607096
-50.975691318,-10.0363881609999,158064446
-58.271924794,-11.63489672,174578837
-58.2696824669999,-11.652897003,174751574
-58.231498539,-11.8998226099999,177299449
-58.2359617349999,-11.8974132459999,177277855
-58.099104702,-12.140026372,179782592
-57.955391944,-12.3264010469999,181704349
-58.0743532779999,-12.764137031,186238612
-58.599680007,-10.534895026,163221289
-58.538847506,-10.049913279,158211974
-57.7286379929999,-9.96031636799995,157283905
-57.557824194,-9.98019253199993,157478315
-57.016884327,-9.94446793199995,157111510
-57.281985638,-9.96045209099998,157284119
-56.6959633829999,-9.93975472999995,157068479
-56.48711586,-9.92874290299994,156960619
-52.4887254239999,-10.882956409,166808483
-52.874152255,-10.5730924829999,163612682
-52.526965678,-10.5752463449999,163634440
-52.520142138,-10.281046299,160589972
-52.5179749129999,-10.2789772039999,160568381
-52.0353704089999,-10.0364938079999,158063940
-51.525756061,-10.079092961,158517615
-51.70528704,-10.045410252,158172057
-51.3191401359999,-10.191392456,159662090
-51.240391761,-10.1122038959999,158863224
-51.166527807,-10.341862141,161216787
-51.1660771969999,-10.343973042,161238379
-51.166034281,-10.3441419129999,161259971
-50.652455628,-10.3687328409999,161497729
-50.647917331,-10.267317175,160461315
-50.933003962,-10.186946851,159619091
-51.087981999,-9.89285150199993,156596137
-50.4637246729999,-8.75483306699994,144850387
-50.4324045179999,-8.59982068199997,143231002
-50.248383522,-8.18425331899994,138955874
-50.250497103,-8.18656837699996,138977465
-50.158449054,-8.04067229399993,137466069
-50.039753155,-7.90578391199995,136084238
-49.8420556789999,-8.13049345099995,138394676
-49.397066474,-8.26536790599994,139798369
-49.588262379,-7.64114673499995,133342270
-49.80837518,-7.57602181899995,132672812
-49.599441826,-6.95406543099995,126238496
-49.3749784829999,-11.881843729,177130948
-49.5610977979999,-11.87774386,177087675
-49.826635756,-12.332841222,181773012
-49.9766730659999,-12.620387846,184752636
-50.0012565069999,-13.1185105819999,189891520
-49.88888973,-12.975002096,188423318
-58.4794462569999,-11.540171567,173585506
-49.986272033,-7.59086372699994,132823871
-50.3021510839999,-13.453331501,193346096
-50.340337694,-14.153877951,200579398
-48.798046052,-19.566539414,256460232
-55.557778716,-19.9975309069999,260926543
-48.0888002519999,-19.759571289,258468627
-49.4468214509999,-21.416393398,275568841
-55.445723742,-19.768335027,258551477
-55.310784817,-19.5036752509999,255809357
-61.3209266759999,-11.9735309279999,178075283
-50.338103541,-14.0013241189999,199003183
-60.6627779999999,-12.257786,181012110
-61.3272469999999,-12.0566749999999,178917368
-61.327231,-12.057518999,178938960
-61.3272249999999,-12.057242,178938960
-62.0098485949999,-11.340862608,171532578
-61.886383832,-11.31843184,171295125
-61.8272471499999,-11.370430063,171834953
-61.782710692,-11.7999457299999,176282927
-61.448599041,-11.7247551459999,175505774
-61.425521314,-11.90679862,177384289
-61.320732772,-12.048075314,178831004
-61.646655838,-12.5444143089999,183969744
-61.308024627,-12.2656780519999,181076578
-61.273032368,-12.436218934,182847138
-61.0358320999999,-12.373872644,182199492
-61.0060560109999,-12.44539671,182933634
-61.0714750889999,-12.672149627,185287131
-60.877993773,-12.4410558779999,182890511
-60.761540473,-12.36233443,182091663
-60.662878096,-12.258718475,181012110
-60.503646096,-12.458929089,183085018
-58.491833747,-10.2789587299999,160565524
-57.279097081,-9.96184067299993,157305712
-51.628927231,-11.9155354389999,177475342
-50.4683166139999,-8.75674175199993,144850385
-50.4324286579999,-9.04877043699997,147873282
-49.422094166,-6.73177109199997,123949829
-48.108814895,-6.89123209999997,125591449
-48.468080699,-6.91370586799997,125828789
-48.4790867739999,-10.5922894839999,163809112
-48.4679546359999,-10.7189074,165126229
-50.3964602349999,-14.266016803,201745339
-50.5827503799999,-14.9686782379999,209000162
-47.996537626,-19.795475118,258835735
-48.0863969919999,-19.759591483,258468628
-36.374418036,-8.33376990399995,140495540
-36.301207877,-8.32236335099998,140387615
-36.3965761979999,-8.52651860599997,142481994
-36.9042846579999,-8.54590107999996,142697671
-36.8389558659999,-8.98573588799997,147232022
-36.4662546289999,-8.42292997599998,141423952
-36.364830271,-8.49502121999996,142158129
